EmployeeNumber,Age,Gender,MaritalStatus,BusinessTravel,Education,EducationField,Department,JobRole,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,DistanceFromHome,TrainingTimesLastYear
1727,46,Male,Single,Travel_Rarely,4,Life Sciences,Research & Development,Healthcare Representative,19,10,7,0,9,6,13,3
1728,35,Male,Married,Travel_Rarely,4,Life Sciences,Research & Development,Manufacturing Director,17,7,7,0,7,2,27,3
1729,30,Male,Married,Travel_Rarely,1,Life Sciences,Research & Development,Research Scientist,10,10,0,0,8,1,16,2
1731,47,Male,Married,Non-Travel,4,Marketing,Sales,Sales Executive,4,1,0,0,0,7,2,3
1732,46,Male,Divorced,Travel_Rarely,3,Life Sciences,Sales,Sales Executive,13,10,6,0,3,4,2,5
1733,36,Male,Divorced,Travel_Rarely,5,Marketing,Sales,Sales Executive,16,2,2,2,2,5,13,3
1734,32,Male,Single,Travel_Rarely,2,Life Sciences,Sales,Sales Executive,10,0,0,0,0,6,1,2
1735,23,Female,Single,Travel_Rarely,1,Medical,Research & Development,Laboratory Technician,3,3,2,1,2,1,4,3
1736,31,Female,Single,Travel_Frequently,1,Technical Degree,Research & Development,Manufacturing Director,9,5,4,1,4,2,24,3
1737,39,Male,Married,Non-Travel,3,Life Sciences,Research & Development,Laboratory Technician,9,9,8,5,8,1,1,2
1739,32,Male,Married,Travel_Rarely,3,Life Sciences,Sales,Sales Executive,10,4,3,0,2,3,19,2
1740,40,Male,Single,Travel_Rarely,4,Medical,Sales,Manager,21,21,8,12,8,1,7,3
1744,45,Female,Married,Travel_Rarely,3,Life Sciences,Human Resources,Human Resources,9,5,0,0,3,4,4,2
1745,30,Female,Single,Travel_Frequently,4,Technical Degree,Research & Development,Research Scientist,10,9,7,0,7,0,2,2
1746,24,Male,Married,Travel_Frequently,3,Medical,Human Resources,Human Resources,3,2,2,2,1,0,10,2
1747,30,Female,Divorced,Travel_Frequently,3,Human Resources,Human Resources,Human Resources,6,4,2,1,2,6,8,0
1749,31,Male,Married,Travel_Rarely,3,Technical Degree,Sales,Sales Executive,6,5,2,0,2,1,5,3
1751,27,Female,Single,Travel_Rarely,3,Medical,Research & Development,Research Scientist,6,6,2,1,4,1,8,5
1752,29,Female,Single,Travel_Rarely,3,Marketing,Sales,Sales Representative,2,2,2,2,2,1,9,3
1753,29,Male,Single,Travel_Frequently,3,Life Sciences,Research & Development,Healthcare Representative,10,3,2,0,2,8,1,5
1754,30,Male,Divorced,Travel_Rarely,2,Marketing,Sales,Sales Executive,12,7,7,1,7,2,15,2
1755,34,Male,Married,Travel_Rarely,4,Medical,Research & Development,Research Scientist,6,5,0,1,2,0,2,3
1756,33,Female,Single,Non-Travel,3,Marketing,Sales,Sales Executive,13,11,7,1,7,8,2,2
1757,49,Female,Single,Travel_Rarely,4,Marketing,Sales,Sales Executive,8,5,1,0,4,3,11,1
1758,33,Female,Single,Travel_Rarely,3,Life Sciences,Sales,Sales Executive,11,0,0,0,0,2,16,2
1760,38,Female,Married,Travel_Frequently,2,Medical,Research & Development,Laboratory Technician,9,6,1,0,5,4,2,4
1761,31,Male,Married,Travel_Rarely,4,Marketing,Sales,Sales Executive,10,1,0,0,0,2,16,2
1762,29,Female,Divorced,Travel_Rarely,3,Technical Degree,Research & Development,Research Scientist,1,1,0,0,0,1,4,2
1763,30,Male,Married,Travel_Rarely,3,Life Sciences,Research & Development,Healthcare Representative,10,7,0,1,7,3,16,3
1764,32,Male,Single,Non-Travel,4,Technical Degree,Research & Development,Research Scientist,12,7,7,0,7,2,5,3
1766,38,Male,Married,Travel_Rarely,3,Medical,Research & Development,Healthcare Representative,15,1,0,1,0,3,18,2
1767,43,Male,Married,Travel_Frequently,3,Technical Degree,Research & Development,Research Scientist,6,1,0,0,0,9,17,4
1768,42,Male,Divorced,Travel_Rarely,3,Medical,Research & Development,Laboratory Technician,7,5,3,0,4,8,12,6
1770,55,Male,Married,Travel_Rarely,3,Medical,Research & Development,Research Director,34,1,0,0,0,8,2,2
1771,33,Male,Divorced,Non-Travel,3,Technical Degree,Research & Development,Research Scientist,11,9,8,1,7,5,4,2
1772,41,Male,Divorced,Travel_Rarely,4,Life Sciences,Research & Development,Laboratory Technician,5,5,3,0,4,1,9,2
1774,34,Male,Divorced,Non-Travel,3,Life Sciences,Sales,Sales Executive,15,15,14,0,7,1,10,3
1775,53,Female,Married,Non-Travel,4,Medical,Research & Development,Manufacturing Director,27,3,2,0,2,4,1,2
1778,43,Male,Single,Travel_Rarely,3,Life Sciences,Human Resources,Human Resources,10,9,7,1,8,0,2,5
1779,34,Female,Single,Travel_Rarely,2,Life Sciences,Sales,Sales Executive,6,2,2,2,2,5,3,3
1780,21,Male,Single,Travel_Rarely,1,Marketing,Sales,Sales Representative,1,1,0,1,0,1,7,3
1782,38,Female,Married,Travel_Rarely,2,Other,Research & Development,Laboratory Technician,5,5,4,0,4,1,6,3
1783,22,Female,Married,Travel_Rarely,1,Medical,Research & Development,Laboratory Technician,1,1,0,0,0,1,8,6
1784,31,Female,Married,Travel_Rarely,4,Marketing,Sales,Sales Executive,13,12,7,5,7,1,29,3
1786,51,Female,Married,Travel_Rarely,3,Technical Degree,Research & Development,Manager,15,2,2,2,2,2,3,2
1787,37,Male,Married,Travel_Rarely,2,Marketing,Sales,Sales Executive,5,5,2,0,3,1,9,2
1789,46,Male,Divorced,Travel_Rarely,4,Medical,Research & Development,Research Director,24,2,1,2,2,7,2,3
1790,36,Male,Married,Travel_Rarely,3,Life Sciences,Research & Development,Healthcare Representative,15,12,8,5,7,7,10,1
1792,44,Male,Divorced,Travel_Frequently,2,Medical,Research & Development,Research Scientist,6,5,3,2,3,1,1,2
1794,37,Male,Divorced,Travel_Rarely,2,Other,Human Resources,Human Resources,19,10,0,4,7,2,8,4
1797,35,Male,Single,Travel_Rarely,3,Life Sciences,Sales,Sales Executive,10,10,7,7,7,1,27,2
1798,33,Male,Married,Travel_Rarely,4,Life Sciences,Research & Development,Research Scientist,14,10,8,7,6,6,8,1
1799,28,Male,Married,Travel_Rarely,3,Life Sciences,Research & Development,Research Scientist,5,5,3,0,3,1,1,6
1800,39,Male,Single,Travel_Rarely,1,Medical,Research & Development,Research Director,9,4,3,2,2,7,10,3
1801,46,Male,Single,Non-Travel,2,Life Sciences,Sales,Sales Executive,6,2,2,2,2,8,26,3
1802,40,Female,Married,Travel_Rarely,2,Life Sciences,Research & Development,Laboratory Technician,7,4,3,0,2,4,2,5
1803,42,Male,Married,Travel_Rarely,3,Medical,Research & Development,Healthcare Representative,10,0,0,0,0,5,13,2
1804,35,Male,Divorced,Non-Travel,2,Medical,Research & Development,Manufacturing Director,15,7,7,1,7,2,2,6
1805,38,Male,Divorced,Non-Travel,3,Human Resources,Human Resources,Human Resources,13,11,10,3,8,5,2,3
1807,34,Male,Married,Travel_Frequently,4,Life Sciences,Research & Development,Laboratory Technician,11,7,1,0,7,4,9,3
1809,37,Male,Single,Travel_Rarely,4,Medical,Research & Development,Manufacturing Director,10,10,3,0,8,1,10,4
1812,39,Male,Divorced,Travel_Frequently,3,Life Sciences,Sales,Sales Executive,7,2,1,2,2,2,20,6
1813,43,Male,Single,Non-Travel,3,Life Sciences,Research & Development,Research Scientist,7,3,2,1,2,4,9,2
1814,41,Male,Single,Travel_Rarely,3,Life Sciences,Research & Development,Healthcare Representative,11,3,2,1,2,3,5,3
1815,41,Female,Divorced,Travel_Rarely,1,Marketing,Sales,Sales Executive,23,22,14,13,5,0,4,3
1816,30,Female,Single,Travel_Rarely,3,Medical,Research & Development,Manufacturing Director,9,7,7,0,2,9,10,3
1818,26,Female,Married,Travel_Rarely,2,Medical,Human Resources,Human Resources,6,5,1,1,4,0,20,3
1821,46,Female,Married,Travel_Rarely,2,Medical,Research & Development,Healthcare Representative,13,9,7,3,7,4,21,2
1822,40,Female,Divorced,Travel_Rarely,3,Life Sciences,Research & Development,Healthcare Representative,12,5,3,0,3,4,1,3
1823,34,Male,Married,Travel_Rarely,2,Technical Degree,Sales,Sales Executive,10,10,8,4,8,1,8,5
1824,58,Male,Divorced,Non-Travel,3,Medical,Sales,Manager,37,16,9,14,14,4,2,0
1826,35,Male,Married,Travel_Rarely,4,Medical,Research & Development,Laboratory Technician,6,5,4,0,3,0,23,2
1827,47,Female,Divorced,Travel_Rarely,3,Life Sciences,Research & Development,Manufacturing Director,28,22,11,14,10,8,4,4
1829,40,Female,Divorced,Travel_Rarely,3,Life Sciences,Research & Development,Healthcare Representative,15,7,4,7,7,2,12,3
1830,54,Female,Married,Travel_Rarely,4,Medical,Research & Development,Research Scientist,14,7,1,1,7,4,7,2
1833,31,Female,Married,Travel_Frequently,4,Marketing,Sales,Sales Executive,9,3,2,2,2,2,7,3
1834,28,Female,Married,Travel_Rarely,3,Medical,Research & Development,Research Scientist,3,3,2,1,2,1,1,3
1835,38,Female,Married,Travel_Rarely,4,Marketing,Sales,Sales Representative,20,4,2,0,3,2,2,4
1836,26,Male,Single,Travel_Rarely,3,Medical,Sales,Sales Executive,5,5,3,1,2,1,10,4
1837,58,Male,Married,Travel_Frequently,4,Life Sciences,Research & Development,Research Director,23,2,2,2,2,2,15,3
1839,18,Female,Single,Non-Travel,3,Medical,Research & Development,Research Scientist,0,0,0,0,0,1,14,4
1842,31,Male,Married,Travel_Rarely,5,Human Resources,Human Resources,Human Resources,2,1,0,0,0,0,18,4
1844,29,Male,Divorced,Travel_Rarely,3,Human Resources,Human Resources,Human Resources,4,2,2,2,0,4,13,3
1845,45,Female,Married,Non-Travel,4,Life Sciences,Sales,Sales Executive,10,8,7,5,7,4,2,3
1847,36,Female,Married,Travel_Rarely,4,Other,Research & Development,Research Scientist,15,1,0,0,0,4,2,2
1849,43,Male,Married,Travel_Frequently,4,Life Sciences,Sales,Sales Executive,7,7,7,7,7,1,2,5
1850,27,Female,Single,Travel_Frequently,2,Life Sciences,Research & Development,Laboratory Technician,6,5,4,0,2,0,5,3
1852,29,Male,Married,Travel_Frequently,1,Medical,Research & Development,Laboratory Technician,11,11,8,3,10,1,20,3
1853,32,Male,Single,Travel_Frequently,4,Marketing,Sales,Sales Executive,4,0,0,0,0,8,10,2
1854,42,Male,Married,Non-Travel,4,Technical Degree,Research & Development,Research Scientist,10,6,3,3,3,3,10,1
1856,47,Female,Single,Travel_Rarely,4,Life Sciences,Research & Development,Laboratory Technician,7,2,2,2,0,4,9,2
1857,46,Male,Divorced,Travel_Rarely,2,Life Sciences,Research & Development,Manufacturing Director,12,9,8,4,7,3,2,4
1858,28,Male,Divorced,Non-Travel,2,Life Sciences,Human Resources,Human Resources,3,3,2,2,2,1,1,2
1859,29,Male,Divorced,Travel_Rarely,1,Life Sciences,Research & Development,Healthcare Representative,11,7,0,1,6,8,29,3
1860,42,Male,Single,Travel_Rarely,3,Life Sciences,Research & Development,Laboratory Technician,8,0,0,0,0,4,8,3
1862,32,Male,Single,Travel_Rarely,4,Marketing,Sales,Sales Executive,7,2,2,2,2,7,2,3
1863,46,Female,Divorced,Travel_Rarely,3,Technical Degree,Sales,Sales Executive,25,19,17,2,8,2,3,5
1864,27,Female,Married,Travel_Rarely,1,Medical,Sales,Sales Representative,9,9,8,5,8,1,23,5
1865,29,Male,Married,Travel_Rarely,1,Medical,Human Resources,Human Resources,1,1,0,0,0,1,6,3
1866,43,Female,Married,Travel_Rarely,3,Medical,Research & Development,Manager,21,16,12,6,14,7,6,2
1867,48,Male,Married,Travel_Rarely,3,Life Sciences,Research & Development,Research Director,29,22,10,12,9,4,10,3
1868,29,Male,Single,Travel_Frequently,2,Life Sciences,Research & Development,Research Scientist,1,1,0,1,0,1,24,3
1869,46,Female,Married,Travel_Rarely,3,Life Sciences,Sales,Sales Executive,14,8,7,0,7,5,10,2
1870,27,Female,Married,Travel_Frequently,3,Life Sciences,Research & Development,Research Scientist,8,7,6,7,3,0,15,2
1871,39,Male,Divorced,Travel_Rarely,4,Other,Research & Development,Research Scientist,7,2,2,2,2,8,19,2
1873,55,Male,Married,Travel_Rarely,4,Technical Degree,Research & Development,Research Scientist,19,5,2,0,4,8,2,2
1875,28,Female,Married,Travel_Rarely,3,Medical,Sales,Sales Representative,1,1,0,0,0,1,3,3
1876,30,Male,Single,Travel_Rarely,3,Medical,Sales,Sales Representative,1,1,0,0,0,1,9,3
1878,22,Male,Single,Travel_Rarely,1,Life Sciences,Research & Development,Research Scientist,1,1,0,0,0,1,7,2
1880,36,Female,Married,Travel_Rarely,4,Technical Degree,Sales,Sales Executive,10,10,9,1,7,1,10,4
1881,31,Male,Divorced,Travel_Rarely,3,Life Sciences,Research & Development,Laboratory Technician,10,10,8,0,2,1,20,2
1882,34,Male,Married,Travel_Rarely,3,Life Sciences,Sales,Sales Executive,9,5,3,1,0,2,4,3
1883,29,Male,Single,Travel_Rarely,3,Life Sciences,Research & Development,Laboratory Technician,11,3,2,1,2,3,7,2
1885,37,Male,Married,Travel_Rarely,4,Medical,Research & Development,Research Scientist,16,5,3,0,4,5,7,2
1886,35,Female,Married,Travel_Rarely,2,Other,Research & Development,Manufacturing Director,4,3,2,0,2,0,16,2
1888,45,Female,Married,Travel_Rarely,2,Life Sciences,Research & Development,Manufacturing Director,10,9,8,3,8,0,25,2
1890,36,Male,Single,Travel_Frequently,1,Human Resources,Human Resources,Human Resources,10,10,1,0,8,1,2,2
1892,40,Male,Divorced,Travel_Rarely,4,Life Sciences,Research & Development,Manager,22,19,7,11,16,2,1,3
1893,26,Female,Married,Travel_Rarely,2,Life Sciences,Research & Development,Research Scientist,1,1,0,1,0,1,1,3
1898,27,Female,Single,Travel_Rarely,2,Medical,Sales,Sales Executive,9,8,7,0,7,0,2,5
1900,48,Female,Divorced,Travel_Frequently,3,Medical,Research & Development,Manager,24,22,17,4,7,3,22,3
1903,44,Male,Married,Travel_Rarely,4,Life Sciences,Research & Development,Healthcare Representative,10,2,0,2,2,2,1,5
1905,34,Male,Married,Non-Travel,4,Technical Degree,Research & Development,Research Scientist,5,5,2,3,0,1,16,2
1907,56,Male,Single,Travel_Rarely,2,Life Sciences,Research & Development,Laboratory Technician,5,4,2,1,0,1,24,3
1908,36,Male,Married,Travel_Rarely,2,Marketing,Sales,Sales Executive,12,4,2,1,3,2,17,1
1909,41,Female,Married,Travel_Rarely,3,Marketing,Sales,Sales Executive,14,5,4,1,4,5,8,3
1911,42,Male,Married,Travel_Rarely,3,Medical,Research & Development,Research Director,18,13,7,5,7,9,6,3
1912,31,Female,Divorced,Travel_Rarely,2,Medical,Sales,Sales Executive,8,5,2,1,4,2,10,2
1915,34,Female,Married,Travel_Rarely,1,Medical,Sales,Sales Executive,9,4,2,0,1,3,3,3
1916,31,Female,Divorced,Travel_Rarely,3,Medical,Research & Development,Laboratory Technician,4,2,2,2,2,8,4,0
1918,26,Male,Married,Travel_Frequently,3,Other,Research & Development,Laboratory Technician,8,7,7,7,7,0,6,3
1922,45,Male,Single,Travel_Frequently,4,Medical,Research & Development,Healthcare Representative,12,4,2,0,3,4,1,3
1924,33,Male,Single,Travel_Rarely,4,Marketing,Sales,Sales Executive,10,10,4,0,9,1,10,2
1927,28,Male,Married,Travel_Frequently,2,Life Sciences,Sales,Sales Executive,7,7,7,0,7,1,1,2
1928,29,Male,Single,Travel_Frequently,3,Technical Degree,Sales,Sales Representative,1,1,0,0,0,1,24,3
1929,39,Female,Married,Non-Travel,4,Life Sciences,Sales,Sales Executive,10,3,2,1,2,6,21,1
1931,27,Male,Married,Travel_Rarely,4,Technical Degree,Research & Development,Research Scientist,6,5,3,1,2,1,2,3
1932,34,Male,Married,Travel_Frequently,4,Other,Research & Development,Research Scientist,16,15,10,6,11,1,22,3
1933,28,Female,Single,Travel_Rarely,2,Marketing,Sales,Sales Executive,6,2,0,2,2,3,13,0
1934,47,Male,Married,Non-Travel,4,Technical Degree,Research & Development,Research Scientist,16,8,7,1,7,8,14,4
1935,56,Female,Married,Travel_Rarely,5,Marketing,Sales,Sales Executive,6,0,0,0,0,4,11,3
1936,39,Male,Married,Travel_Rarely,2,Medical,Research & Development,Manufacturing Director,10,10,0,7,9,1,9,3
1937,38,Female,Divorced,Travel_Frequently,3,Medical,Research & Development,Research Scientist,20,20,11,0,7,1,8,3
1938,58,Female,Married,Travel_Rarely,3,Life Sciences,Sales,Manager,29,1,0,0,0,4,21,2
1939,32,Female,Single,Travel_Frequently,2,Life Sciences,Research & Development,Research Scientist,8,4,1,0,3,3,5,2
1940,38,Male,Divorced,Travel_Rarely,2,Life Sciences,Research & Development,Research Scientist,10,5,2,0,3,2,9,0
1941,49,Male,Married,Travel_Frequently,1,Life Sciences,Research & Development,Research Director,28,5,4,4,3,3,2,3
1943,42,Male,Divorced,Travel_Rarely,4,Marketing,Sales,Sales Executive,14,0,0,0,0,3,12,4
1944,27,Female,Married,Travel_Frequently,3,Human Resources,Human Resources,Human Resources,1,1,0,0,0,1,22,2
1945,35,Male,Married,Travel_Rarely,4,Medical,Sales,Sales Executive,6,5,3,0,4,0,18,2
1947,28,Male,Single,Non-Travel,3,Medical,Research & Development,Research Scientist,5,5,3,1,4,1,16,3
1948,31,Male,Divorced,Non-Travel,2,Medical,Research & Development,Research Scientist,4,4,2,2,3,1,3,3
1949,36,Male,Married,Non-Travel,4,Life Sciences,Research & Development,Laboratory Technician,5,5,4,0,2,1,9,3
1950,34,Male,Single,Travel_Rarely,3,Marketing,Sales,Sales Executive,14,14,8,2,1,1,1,3
1951,34,Male,Divorced,Travel_Rarely,4,Medical,Sales,Sales Executive,9,8,7,1,1,1,13,2
1952,26,Male,Single,Travel_Rarely,3,Medical,Research & Development,Laboratory Technician,8,7,7,7,6,0,1,6
1954,29,Male,Married,Travel_Rarely,3,Life Sciences,Research & Development,Healthcare Representative,6,5,3,0,2,0,1,5
1955,32,Female,Divorced,Non-Travel,4,Medical,Research & Development,Healthcare Representative,9,5,1,1,2,5,15,6
1956,31,Male,Married,Travel_Frequently,3,Life Sciences,Research & Development,Research Scientist,10,10,8,8,7,1,1,6
1960,28,Male,Divorced,Travel_Rarely,3,Technical Degree,Research & Development,Laboratory Technician,6,4,1,0,3,5,17,2
1961,38,Male,Single,Travel_Rarely,3,Life Sciences,Sales,Sales Representative,20,1,0,0,0,4,1,3
1962,35,Female,Married,Travel_Rarely,4,Life Sciences,Sales,Sales Executive,10,10,8,0,9,1,7,2
1965,27,Male,Single,Travel_Rarely,3,Marketing,Sales,Sales Executive,7,7,7,0,7,1,9,5
1966,32,Male,Single,Travel_Rarely,4,Life Sciences,Research & Development,Manufacturing Director,8,1,0,0,0,8,5,1
1967,31,Male,Married,Travel_Frequently,4,Marketing,Sales,Sales Executive,10,10,7,0,8,1,26,4
1968,53,Male,Single,Travel_Rarely,4,Life Sciences,Sales,Sales Executive,15,2,2,2,2,6,24,2
1969,54,Female,Married,Travel_Rarely,2,Life Sciences,Research & Development,Research Scientist,9,4,3,2,3,3,9,6
1970,33,Male,Divorced,Travel_Frequently,2,Life Sciences,Research & Development,Healthcare Representative,9,9,7,2,8,1,7,2
1971,43,Male,Married,Travel_Rarely,3,Life Sciences,Research & Development,Healthcare Representative,10,10,9,0,9,1,11,1
1972,38,Male,Married,Travel_Frequently,4,Other,Human Resources,Human Resources,7,6,2,1,2,0,1,2
1973,55,Male,Married,Travel_Rarely,4,Human Resources,Human Resources,Manager,35,10,9,1,4,4,26,0
1974,31,Female,Divorced,Travel_Rarely,1,Medical,Research & Development,Laboratory Technician,1,1,0,0,0,1,2,4
1975,39,Male,Single,Travel_Rarely,4,Marketing,Sales,Sales Executive,21,20,8,11,10,0,15,3
1976,42,Male,Single,Non-Travel,2,Life Sciences,Research & Development,Research Scientist,20,20,9,3,7,1,23,2
1979,31,Female,Married,Non-Travel,3,Medical,Research & Development,Research Director,13,11,7,4,8,4,10,2
1980,54,Female,Single,Travel_Rarely,3,Medical,Research & Development,Manufacturing Director,9,5,2,1,4,6,10,3
1981,24,Male,Single,Travel_Rarely,2,Life Sciences,Research & Development,Healthcare Representative,4,4,3,1,2,1,1,2
1982,23,Male,Single,Travel_Rarely,2,Other,Research & Development,Laboratory Technician,5,5,2,1,4,1,12,6
1985,40,Female,Married,Travel_Frequently,3,Technical Degree,Research & Development,Laboratory Technician,10,10,9,9,4,1,11,2
1986,40,Female,Married,Travel_Rarely,2,Marketing,Sales,Sales Executive,15,11,8,5,10,3,2,4
1987,25,Female,Married,Travel_Rarely,3,Human Resources,Human Resources,Human Resources,6,2,0,1,2,4,2,3
1989,30,Male,Married,Travel_Rarely,2,Medical,Research & Development,Laboratory Technician,12,12,8,1,7,1,1,6
1992,25,Male,Divorced,Travel_Rarely,1,Other,Research & Development,Laboratory Technician,7,2,2,0,2,6,2,2
1993,47,Male,Single,Travel_Rarely,3,Medical,Research & Development,Healthcare Representative,25,17,14,12,11,2,25,3
1994,33,Male,Divorced,Non-Travel,2,Medical,Research & Development,Laboratory Technician,1,1,1,0,0,1,1,2
1995,38,Male,Married,Travel_Rarely,4,Life Sciences,Sales,Sales Executive,16,15,13,5,8,0,1,3
1996,31,Male,Married,Travel_Rarely,2,Life Sciences,Sales,Sales Representative,3,2,2,1,2,0,2,1
1997,38,Male,Married,Travel_Frequently,4,Life Sciences,Research & Development,Manufacturing Director,10,8,3,7,7,2,6,1
1998,42,Male,Divorced,Travel_Rarely,4,Life Sciences,Research & Development,Research Scientist,9,4,3,1,2,6,18,3
1999,41,Male,Married,Travel_Rarely,3,Life Sciences,Research & Development,Research Scientist,12,5,3,1,0,3,1,3
2000,47,Female,Married,Non-Travel,1,Medical,Research & Development,Research Director,14,13,8,5,12,0,1,3
2003,35,Male,Married,Travel_Rarely,4,Medical,Research & Development,Laboratory Technician,5,2,2,2,2,7,11,3
2007,22,Male,Single,Travel_Rarely,2,Life Sciences,Research & Development,Research Scientist,4,3,2,1,2,0,1,2
2008,35,Male,Single,Travel_Rarely,4,Medical,Research & Development,Research Scientist,10,10,7,0,8,1,9,5
2009,33,Female,Married,Travel_Rarely,2,Medical,Research & Development,Healthcare Representative,10,9,7,8,1,0,15,6
2010,32,Female,Single,Travel_Rarely,4,Life Sciences,Research & Development,Laboratory Technician,6,6,2,4,1,1,29,3
2012,40,Male,Married,Travel_Rarely,4,Life Sciences,Research & Development,Laboratory Technician,8,1,0,0,0,8,1,3
2013,32,Male,Married,Travel_Rarely,4,Medical,Sales,Sales Representative,3,2,2,2,2,0,1,2
2014,39,Male,Single,Travel_Rarely,1,Life Sciences,Research & Development,Research Scientist,18,7,7,1,7,7,24,2
2015,38,Female,Married,Travel_Rarely,3,Medical,Research & Development,Research Director,20,18,16,1,11,3,10,3
2016,32,Female,Married,Travel_Rarely,4,Marketing,Sales,Sales Executive,14,14,10,5,7,1,1,3
2017,37,Female,Married,Travel_Rarely,3,Life Sciences,Research & Development,Research Director,16,16,11,6,8,1,10,2
2018,25,Female,Divorced,Travel_Rarely,2,Other,Sales,Sales Executive,6,5,3,0,4,0,8,3
2019,52,Male,Divorced,Non-Travel,4,Life Sciences,Sales,Sales Representative,16,9,8,0,0,2,29,3
2020,44,Male,Single,Travel_Rarely,3,Medical,Research & Development,Research Scientist,6,4,3,1,2,6,1,2
2021,21,Male,Single,Travel_Rarely,1,Medical,Sales,Sales Representative,2,2,2,1,2,1,5,6
2022,39,Male,Single,Non-Travel,3,Life Sciences,Research & Development,Manager,21,6,0,1,3,2,9,3
2023,23,Male,Married,Travel_Frequently,3,Marketing,Sales,Sales Representative,1,1,0,1,0,1,9,3
2024,36,Female,Married,Travel_Rarely,3,Medical,Sales,Sales Executive,10,9,7,3,4,0,3,2
2025,36,Female,Divorced,Travel_Frequently,2,Life Sciences,Research & Development,Manufacturing Director,18,4,2,0,2,7,4,3
2026,56,Male,Divorced,Non-Travel,4,Life Sciences,Research & Development,Healthcare Representative,13,13,12,1,9,1,1,2
2027,29,Male,Married,Travel_Rarely,4,Medical,Research & Development,Research Scientist,4,2,2,2,2,9,1,3
2031,42,Male,Married,Travel_Rarely,3,Life Sciences,Research & Development,Manager,24,22,6,4,14,5,2,2
2032,56,Male,Married,Travel_Rarely,2,Technical Degree,Research & Development,Laboratory Technician,14,10,9,9,8,8,7,4
2034,41,Female,Married,Travel_Rarely,4,Life Sciences,Research & Development,Manufacturing Director,21,20,7,0,10,0,28,3
2035,34,Female,Married,Travel_Rarely,3,Marketing,Sales,Sales Executive,8,8,7,1,7,1,28,2
2036,36,Male,Divorced,Non-Travel,4,Marketing,Sales,Sales Executive,15,15,12,11,11,1,15,4
2037,41,Male,Divorced,Travel_Rarely,3,Life Sciences,Sales,Sales Executive,14,5,4,0,4,2,3,5
2038,32,Male,Single,Travel_Rarely,3,Technical Degree,Research & Development,Research Scientist,4,4,2,1,2,1,2,4
2040,35,Female,Single,Travel_Rarely,4,Life Sciences,Human Resources,Human Resources,9,9,0,1,7,1,26,2
2041,38,Female,Married,Travel_Rarely,2,Life Sciences,Sales,Sales Executive,10,10,7,1,9,1,10,1
2044,50,Male,Divorced,Travel_Frequently,4,Life Sciences,Sales,Sales Executive,12,6,3,0,1,7,1,3
2045,36,Female,Married,Travel_Rarely,4,Marketing,Sales,Sales Executive,8,6,3,0,0,4,11,2
2046,45,Female,Single,Travel_Rarely,3,Life Sciences,Sales,Sales Executive,8,5,3,0,1,8,20,3
2048,40,Male,Single,Travel_Rarely,4,Life Sciences,Research & Development,Research Scientist,8,2,2,2,2,2,2,2
2049,35,Male,Married,Travel_Frequently,4,Life Sciences,Research & Development,Healthcare Representative,10,10,2,0,2,1,18,2
2051,40,Female,Married,Travel_Rarely,4,Medical,Research & Development,Research Scientist,20,5,3,0,2,2,2,2
2052,35,Female,Married,Travel_Rarely,4,Life Sciences,Research & Development,Research Scientist,4,4,3,1,1,1,1,5
2053,29,Male,Married,Travel_Rarely,2,Other,Research & Development,Laboratory Technician,10,4,3,0,3,4,13,2
2054,29,Female,Single,Travel_Rarely,4,Medical,Research & Development,Research Scientist,5,5,4,0,4,1,28,3
2055,50,Male,Divorced,Travel_Rarely,3,Marketing,Sales,Sales Executive,20,3,2,2,0,4,28,3
2056,39,Female,Married,Travel_Rarely,1,Marketing,Sales,Sales Executive,21,20,9,9,6,0,24,2
2057,31,Male,Single,Non-Travel,3,Medical,Research & Development,Manufacturing Director,10,9,4,1,7,0,5,2
2060,26,Female,Single,Travel_Rarely,3,Other,Sales,Sales Representative,5,4,2,0,0,0,5,2
2061,36,Male,Married,Travel_Frequently,2,Medical,Research & Development,Laboratory Technician,17,5,2,0,3,4,23,3
2062,39,Male,Married,Travel_Rarely,1,Medical,Research & Development,Healthcare Representative,9,7,7,1,7,4,6,5
2064,27,Male,Married,Travel_Rarely,3,Life Sciences,Research & Development,Manufacturing Director,6,6,2,0,3,1,4,0
2065,49,Male,Married,Travel_Frequently,3,Medical,Sales,Sales Executive,17,9,6,0,8,2,2,3
2068,34,Male,Married,Travel_Rarely,3,Medical,Research & Development,Laboratory Technician,6,4,3,1,2,2,8,3
