EmployeeNumber,EmployeeCount,Age,Gender,MaritalStatus,Over18,Department,JobRole,JobLevel,JobInvolvement,JobSatisfaction,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,MonthlyIncome,MonthlyRate,HourlyRate,DailyRate,PercentSalaryHike,StockOptionLevel,OverTime,PerformanceRating,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,Education,EducationField,TrainingTimesLastYear,DistanceFromHome,BusinessTravel,StandardHours,Attrition
663,1,43,Male,Divorced,Y,Research & Development,Laboratory Technician,2,3,3,10,8,7,4,7,3,5679,19627,72,1001,13,1,Yes,3,4,3,2,5,Medical,3,9,Travel_Frequently,80,No
664,1,48,Female,Married,Y,Research & Development,Manager,4,2,1,21,3,2,0,2,7,15402,17997,40,1236,11,1,No,3,4,1,1,4,Life Sciences,3,1,Travel_Rarely,80,No
665,1,44,Female,Single,Y,Human Resources,Human Resources,2,2,3,10,2,2,0,2,4,5985,26894,50,1112,11,0,No,3,1,4,2,4,Life Sciences,1,1,Travel_Rarely,80,No
666,1,34,Female,Divorced,Y,Sales,Sales Representative,1,3,3,8,8,2,0,6,1,2579,2912,31,204,18,2,Yes,3,3,3,4,3,Technical Degree,3,14,Travel_Rarely,80,No
667,1,27,Male,Divorced,Y,Sales,Sales Representative,1,3,1,5,4,3,0,2,0,3041,16346,85,1420,11,1,No,3,3,3,2,1,Marketing,3,2,Travel_Rarely,80,Yes
669,1,21,Male,Single,Y,Sales,Sales Representative,1,3,3,3,3,2,1,2,1,3447,24444,49,1343,11,0,No,3,3,3,3,1,Technical Degree,2,22,Travel_Rarely,80,No
671,1,44,Male,Married,Y,Research & Development,Manager,5,3,4,26,2,2,0,1,4,19513,9358,35,1315,12,1,Yes,3,4,4,1,4,Other,2,3,Travel_Rarely,80,No
675,1,22,Male,Married,Y,Research & Development,Research Scientist,1,3,3,3,2,2,2,2,0,2773,12145,69,604,20,0,No,4,1,3,4,1,Medical,3,6,Travel_Rarely,80,No
677,1,33,Male,Divorced,Y,Sales,Sales Executive,2,3,3,6,5,0,1,2,0,7104,20431,39,1216,12,0,No,3,3,3,4,4,Marketing,3,8,Travel_Rarely,80,No
679,1,32,Female,Married,Y,Research & Development,Research Scientist,2,3,4,6,6,4,0,5,1,6322,18089,92,646,12,1,Yes,3,1,2,4,4,Life Sciences,2,9,Travel_Rarely,80,No
680,1,30,Female,Divorced,Y,Research & Development,Research Scientist,1,3,3,1,1,0,0,0,1,2083,22653,71,160,20,1,No,4,3,3,3,3,Medical,2,3,Travel_Frequently,80,No
682,1,53,Female,Single,Y,Sales,Sales Executive,2,3,1,18,14,7,8,10,7,8381,7507,34,238,20,0,No,4,4,4,4,1,Medical,2,1,Travel_Rarely,80,No
683,1,34,Male,Married,Y,Research & Development,Research Scientist,1,3,4,10,10,9,8,8,1,2691,7660,42,1397,12,1,No,3,2,2,4,5,Life Sciences,4,1,Travel_Rarely,80,No
684,1,45,Female,Married,Y,Sales,Sales Executive,2,3,1,5,1,1,0,0,2,4286,5630,100,306,14,2,No,3,1,3,4,4,Life Sciences,4,26,Travel_Frequently,80,Yes
686,1,26,Female,Married,Y,Research & Development,Laboratory Technician,1,3,4,3,3,2,0,2,1,2659,17759,71,991,13,1,Yes,3,3,3,3,3,Life Sciences,2,6,Travel_Rarely,80,No
689,1,37,Male,Married,Y,Research & Development,Manufacturing Director,3,3,3,10,10,7,7,8,1,9434,9606,36,482,15,1,No,3,3,3,3,3,Other,2,3,Travel_Rarely,80,No
690,1,29,Female,Married,Y,Sales,Sales Executive,2,3,3,6,6,0,1,2,1,5561,3487,62,1176,14,1,No,3,2,2,1,2,Medical,5,3,Travel_Rarely,80,No
691,1,35,Male,Single,Y,Research & Development,Research Scientist,2,1,4,17,17,11,11,8,1,6646,19368,82,1017,13,0,No,3,2,3,2,4,Life Sciences,3,6,Travel_Rarely,80,No
692,1,33,Male,Divorced,Y,Research & Development,Healthcare Representative,2,3,4,15,13,11,4,7,3,7725,5335,30,1296,23,1,No,4,3,1,3,3,Life Sciences,2,6,Travel_Frequently,80,No
698,1,54,Male,Married,Y,Human Resources,Human Resources,3,3,2,16,9,7,7,1,2,10725,6729,88,397,15,1,No,3,3,4,3,4,Medical,1,19,Travel_Rarely,80,No
699,1,36,Male,Divorced,Y,Research & Development,Manufacturing Director,2,2,2,13,3,2,0,2,2,8847,13934,48,913,11,1,Yes,3,2,3,3,2,Medical,2,9,Travel_Rarely,80,No
700,1,27,Male,Single,Y,Research & Development,Research Scientist,1,2,4,5,4,2,1,1,0,2045,15174,54,1115,13,0,No,3,1,3,4,4,Medical,0,3,Travel_Rarely,80,No
701,1,20,Male,Single,Y,Research & Development,Research Scientist,1,3,3,1,1,0,1,1,1,1009,26999,32,1362,11,0,Yes,3,4,3,4,1,Medical,5,10,Travel_Rarely,80,Yes
702,1,33,Male,Single,Y,Research & Development,Research Scientist,1,3,1,10,10,8,9,7,1,3348,3164,70,1076,11,0,Yes,3,1,3,1,3,Life Sciences,3,3,Travel_Frequently,80,Yes
704,1,35,Male,Married,Y,Research & Development,Laboratory Technician,1,2,3,1,1,0,0,0,1,1281,16900,41,727,18,2,No,3,3,3,3,3,Life Sciences,3,3,Non-Travel,80,No
705,1,23,Male,Married,Y,Research & Development,Research Scientist,1,4,1,5,3,2,0,2,2,2819,8544,58,885,16,1,No,3,1,4,1,3,Medical,3,4,Travel_Rarely,80,No
707,1,25,Male,Married,Y,Sales,Sales Executive,2,4,2,4,3,2,1,2,0,4851,15678,57,810,22,1,No,4,4,3,3,3,Life Sciences,4,8,Travel_Rarely,80,No
709,1,38,Female,Single,Y,Sales,Sales Executive,2,2,4,8,7,7,0,5,0,4028,7791,46,243,20,0,No,4,4,3,1,4,Marketing,2,7,Travel_Rarely,80,No
710,1,29,Male,Divorced,Y,Research & Development,Research Scientist,1,1,4,10,10,7,2,8,1,2720,18959,76,806,18,1,No,3,2,3,4,4,Life Sciences,5,1,Travel_Frequently,80,No
712,1,48,Male,Married,Y,Sales,Sales Executive,2,4,2,12,2,2,2,2,3,8120,18597,56,817,12,0,No,3,2,3,4,1,Marketing,3,2,Travel_Rarely,80,No
714,1,27,Female,Divorced,Y,Sales,Sales Executive,2,4,4,6,6,5,0,4,1,4647,16673,71,1410,20,2,Yes,4,4,3,2,1,Medical,3,3,Travel_Frequently,80,No
715,1,37,Male,Single,Y,Research & Development,Research Scientist,1,4,4,4,1,0,0,0,3,4680,15232,80,1225,17,0,No,3,4,3,1,2,Life Sciences,2,10,Travel_Rarely,80,No
716,1,50,Male,Married,Y,Research & Development,Laboratory Technician,1,4,3,20,20,8,3,8,1,3221,3297,74,1207,11,3,Yes,3,4,3,3,1,Medical,3,28,Travel_Rarely,80,No
717,1,34,Female,Single,Y,Research & Development,Healthcare Representative,3,2,2,9,8,7,7,7,1,8621,17654,46,1442,14,0,No,3,4,4,2,3,Medical,3,9,Travel_Rarely,80,No
720,1,24,Female,Single,Y,Sales,Sales Executive,2,3,3,4,2,2,2,0,9,4577,24785,65,693,14,0,No,3,1,3,1,2,Life Sciences,3,3,Travel_Rarely,80,Yes
721,1,39,Female,Single,Y,Research & Development,Healthcare Representative,2,2,3,20,20,7,11,10,1,4553,20978,80,408,11,0,No,3,4,3,1,4,Technical Degree,4,2,Travel_Rarely,80,No
722,1,32,Male,Single,Y,Sales,Sales Executive,2,3,4,10,10,7,0,8,1,5396,21703,55,929,12,0,No,3,4,2,4,3,Marketing,2,10,Travel_Rarely,80,No
723,1,50,Male,Married,Y,Sales,Sales Executive,2,3,3,18,4,3,1,3,3,6796,23452,50,562,14,1,Yes,3,2,3,1,2,Technical Degree,4,8,Travel_Frequently,80,Yes
724,1,38,Female,Single,Y,Research & Development,Healthcare Representative,2,4,4,10,9,7,1,8,0,7625,19383,33,827,13,0,No,3,2,2,3,4,Life Sciences,4,1,Travel_Rarely,80,No
725,1,27,Female,Married,Y,Research & Development,Manufacturing Director,3,3,1,9,9,7,0,7,1,7412,6009,68,608,11,0,No,3,3,3,4,2,Life Sciences,3,1,Travel_Rarely,80,No
727,1,32,Female,Single,Y,Research & Development,Research Director,3,3,4,10,7,7,7,7,3,11159,19373,39,1018,15,0,No,3,3,3,4,2,Life Sciences,6,3,Travel_Rarely,80,No
728,1,47,Male,Single,Y,Sales,Sales Executive,2,3,1,20,7,7,1,7,2,4960,11825,42,703,12,0,No,3,4,3,4,4,Marketing,2,14,Travel_Rarely,80,No
729,1,40,Male,Married,Y,Sales,Sales Executive,3,2,1,20,18,13,1,12,5,10475,23772,48,580,21,1,Yes,4,4,3,3,4,Life Sciences,2,5,Travel_Frequently,80,No
730,1,53,Male,Married,Y,Research & Development,Research Director,4,4,3,32,5,1,1,3,3,14814,13514,59,970,19,0,No,3,3,3,3,3,Life Sciences,3,7,Travel_Rarely,80,No
731,1,41,Male,Divorced,Y,Human Resources,Manager,5,2,4,23,21,6,12,6,3,19141,8861,73,427,15,3,No,3,2,2,2,4,Human Resources,2,10,Travel_Rarely,80,No
732,1,60,Male,Single,Y,Sales,Sales Executive,2,3,1,10,2,2,2,2,8,5405,11924,84,1179,14,0,No,3,1,3,4,4,Marketing,1,16,Travel_Rarely,80,No
733,1,27,Male,Divorced,Y,Research & Development,Manufacturing Director,3,3,1,9,9,7,1,7,1,8793,4809,32,294,21,2,No,4,4,2,3,2,Life Sciences,4,10,Travel_Frequently,80,No
734,1,41,Male,Married,Y,Human Resources,Manager,5,2,3,22,22,7,2,10,1,19189,19562,59,314,12,1,No,3,4,3,2,3,Human Resources,3,1,Travel_Rarely,80,No
738,1,50,Male,Married,Y,Sales,Sales Representative,1,3,2,4,2,2,2,2,7,3875,9983,54,316,15,1,No,3,4,3,4,4,Marketing,2,8,Travel_Rarely,80,No
741,1,28,Female,Single,Y,Research & Development,Research Scientist,1,1,2,10,7,7,3,7,7,2216,3872,67,654,13,0,Yes,3,1,3,4,2,Life Sciences,4,1,Travel_Rarely,80,Yes
742,1,36,Female,Married,Y,Research & Development,Research Director,3,4,1,10,8,7,0,5,9,11713,20335,63,427,14,1,No,3,1,3,1,3,Life Sciences,2,8,Non-Travel,80,No
743,1,38,Female,Single,Y,Research & Development,Manufacturing Director,3,3,3,10,1,0,0,0,4,7861,15397,81,168,14,0,Yes,3,3,4,4,3,Life Sciences,4,1,Travel_Rarely,80,No
744,1,44,Male,Single,Y,Research & Development,Laboratory Technician,1,1,3,9,5,2,1,4,2,3708,2104,49,381,14,0,No,3,1,3,3,3,Medical,5,24,Non-Travel,80,No
746,1,47,Female,Divorced,Y,Sales,Sales Executive,4,3,3,28,22,2,11,13,9,13770,10225,49,217,12,2,Yes,3,4,2,4,3,Medical,2,3,Travel_Frequently,80,No
747,1,30,Male,Divorced,Y,Sales,Sales Executive,2,3,4,10,8,7,7,7,7,5304,25275,99,501,23,1,No,4,3,2,4,5,Marketing,2,27,Travel_Rarely,80,No
749,1,29,Male,Single,Y,Sales,Sales Representative,1,3,3,1,1,0,0,0,1,2642,2755,99,1396,11,0,No,3,3,3,3,3,Life Sciences,6,10,Travel_Rarely,80,No
752,1,42,Male,Divorced,Y,Research & Development,Research Scientist,1,4,3,7,2,2,2,2,6,2759,20366,57,933,12,0,Yes,3,3,3,4,3,Medical,2,19,Travel_Frequently,80,Yes
754,1,43,Male,Married,Y,Sales,Sales Executive,2,2,4,7,2,2,2,2,3,6804,23683,47,775,18,1,No,3,4,3,3,3,Life Sciences,5,15,Travel_Frequently,80,No
757,1,34,Female,Single,Y,Research & Development,Healthcare Representative,2,3,3,10,5,1,4,3,3,6142,7360,96,970,11,0,No,3,2,3,4,2,Medical,2,8,Travel_Rarely,80,No
758,1,23,Male,Married,Y,Research & Development,Laboratory Technician,1,3,1,5,4,3,0,2,1,2500,4344,37,650,14,1,No,3,2,4,4,1,Medical,2,9,Travel_Rarely,80,No
760,1,39,Female,Married,Y,Human Resources,Human Resources,2,4,2,12,8,3,3,6,9,6389,18767,44,141,15,1,No,3,3,1,3,3,Human Resources,3,3,Travel_Rarely,80,No
762,1,56,Male,Married,Y,Research & Development,Healthcare Representative,4,3,4,30,10,7,1,1,7,11103,20420,81,832,11,0,No,3,3,2,3,3,Medical,1,9,Travel_Rarely,80,No
763,1,40,Female,Single,Y,Research & Development,Research Scientist,1,2,4,5,4,2,2,3,0,2342,22929,86,804,20,0,Yes,4,4,2,4,1,Medical,2,2,Travel_Rarely,80,No
764,1,27,Female,Single,Y,Research & Development,Healthcare Representative,2,2,1,9,7,6,0,7,8,6811,23398,55,975,19,0,No,3,4,1,1,3,Medical,2,7,Travel_Rarely,80,No
766,1,29,Male,Divorced,Y,Sales,Sales Representative,1,3,2,2,2,2,2,2,1,2297,17967,83,1090,14,2,No,3,4,3,4,3,Marketing,2,10,Travel_Rarely,80,No
769,1,53,Male,Single,Y,Research & Development,Laboratory Technician,2,3,4,19,2,2,2,2,2,2450,10919,86,346,17,0,No,3,4,3,4,3,Life Sciences,4,6,Travel_Rarely,80,No
771,1,35,Female,Divorced,Y,Research & Development,Healthcare Representative,2,3,1,16,1,0,0,0,2,5093,4761,61,1225,11,1,No,3,4,4,1,4,Life Sciences,2,2,Non-Travel,80,No
772,1,32,Male,Married,Y,Research & Development,Laboratory Technician,2,3,4,10,10,8,4,7,1,5309,21146,80,430,15,2,No,3,1,3,4,4,Life Sciences,2,24,Travel_Frequently,80,No
773,1,38,Male,Married,Y,Research & Development,Research Scientist,1,3,3,6,1,0,0,1,6,3057,20471,92,268,13,1,Yes,3,4,1,2,5,Medical,0,2,Travel_Rarely,80,No
775,1,34,Female,Divorced,Y,Research & Development,Manufacturing Director,2,3,1,7,0,0,0,0,3,5121,4187,32,167,14,1,No,3,2,3,3,5,Life Sciences,3,8,Travel_Rarely,80,No
776,1,52,Male,Married,Y,Sales,Manager,4,2,1,34,34,6,1,16,1,16856,10084,31,621,11,0,No,3,3,4,1,4,Marketing,3,3,Travel_Rarely,80,No
780,1,33,Male,Single,Y,Research & Development,Research Scientist,1,3,4,10,10,9,7,8,1,2686,5207,63,527,13,0,Yes,3,4,2,3,4,Other,2,1,Travel_Rarely,80,Yes
781,1,25,Female,Single,Y,Sales,Sales Executive,2,3,4,6,6,5,1,4,1,6180,22807,32,883,23,0,No,4,3,2,2,1,Medical,5,26,Travel_Rarely,80,No
783,1,45,Male,Single,Y,Sales,Sales Representative,2,1,3,9,8,7,3,1,0,6632,12388,46,954,13,0,No,3,2,3,1,2,Technical Degree,3,2,Travel_Rarely,80,No
784,1,23,Male,Single,Y,Research & Development,Research Scientist,1,4,3,2,2,2,0,2,1,3505,19630,79,310,18,0,No,3,1,3,4,1,Medical,3,10,Travel_Rarely,80,No
785,1,47,Female,Single,Y,Sales,Sales Executive,2,4,3,8,5,4,1,3,4,6397,10339,77,719,12,0,Yes,3,2,3,4,2,Life Sciences,2,27,Travel_Frequently,80,Yes
786,1,34,Male,Single,Y,Sales,Sales Executive,2,3,4,6,6,5,1,4,1,6274,18686,60,304,22,0,No,4,4,3,3,3,Other,5,2,Travel_Rarely,80,No
787,1,55,Male,Married,Y,Research & Development,Manager,5,3,1,24,5,2,1,4,5,19859,21199,78,725,13,1,Yes,3,4,3,4,3,Medical,2,2,Travel_Rarely,80,Yes
789,1,36,Male,Single,Y,Sales,Sales Executive,3,2,1,10,10,7,0,9,1,7587,14229,76,1434,15,0,No,3,1,3,2,4,Life Sciences,1,8,Non-Travel,80,No
791,1,52,Male,Married,Y,Research & Development,Research Scientist,1,3,4,5,4,3,1,2,0,4258,26589,41,715,18,1,No,3,4,3,1,4,Medical,3,19,Non-Travel,80,No
792,1,26,Female,Divorced,Y,Research & Development,Laboratory Technician,1,1,4,5,2,2,2,0,3,4364,5288,71,575,14,1,No,3,1,3,1,2,Life Sciences,2,1,Travel_Frequently,80,No
793,1,29,Female,Married,Y,Research & Development,Healthcare Representative,2,3,3,11,8,7,1,1,4,4335,25549,66,657,12,1,No,3,2,2,1,3,Medical,3,27,Travel_Rarely,80,No
796,1,26,Male,Single,Y,Sales,Sales Executive,2,2,1,6,4,3,1,2,6,5326,3064,38,1146,17,0,No,3,4,2,3,3,Technical Degree,2,8,Travel_Rarely,80,Yes
797,1,34,Female,Single,Y,Research & Development,Research Scientist,1,4,4,10,4,2,1,3,2,3280,13551,72,182,16,0,No,3,2,3,3,4,Life Sciences,2,1,Travel_Rarely,80,No
799,1,54,Female,Divorced,Y,Research & Development,Manufacturing Director,2,3,1,9,5,3,1,4,9,5485,22670,95,376,11,2,Yes,3,4,3,2,4,Medical,4,19,Travel_Rarely,80,No
800,1,27,Male,Married,Y,Sales,Sales Executive,2,3,4,5,4,2,1,1,0,4342,24008,84,829,19,1,No,3,3,3,2,1,Marketing,3,8,Travel_Frequently,80,No
802,1,37,Female,Divorced,Y,Research & Development,Research Scientist,1,3,1,6,5,3,4,3,0,2782,19905,82,571,13,2,Yes,3,4,2,2,1,Life Sciences,3,10,Travel_Rarely,80,No
803,1,38,Female,Single,Y,Research & Development,Manufacturing Director,2,4,1,17,15,7,4,12,6,5980,26085,75,240,12,0,Yes,3,1,3,4,4,Life Sciences,2,2,Travel_Frequently,80,No
804,1,34,Female,Single,Y,Research & Development,Research Scientist,1,2,1,6,6,5,1,3,1,4381,7530,86,121,11,0,No,3,3,3,3,4,Medical,3,2,Travel_Rarely,80,No
805,1,35,Female,Married,Y,Sales,Sales Representative,1,3,4,3,3,2,0,2,1,2572,20317,72,384,16,1,No,3,1,2,2,4,Life Sciences,1,8,Travel_Rarely,80,No
806,1,30,Male,Married,Y,Research & Development,Laboratory Technician,1,1,3,7,2,2,0,2,3,3833,24375,38,921,21,2,No,4,4,3,3,3,Life Sciences,2,1,Travel_Rarely,80,No
807,1,40,Female,Married,Y,Research & Development,Healthcare Representative,2,4,2,8,8,7,3,7,1,4244,9931,38,791,24,1,No,4,3,3,4,2,Medical,2,2,Travel_Frequently,80,No
808,1,34,Female,Married,Y,Sales,Sales Executive,2,3,1,6,3,2,1,2,5,6500,13305,93,1111,17,1,No,3,3,3,2,2,Life Sciences,1,8,Travel_Rarely,80,No
809,1,42,Male,Divorced,Y,Research & Development,Manager,5,3,4,24,24,7,14,9,1,18430,16225,66,570,13,1,No,3,2,2,2,3,Life Sciences,4,8,Travel_Frequently,80,No
811,1,23,Male,Married,Y,Research & Development,Laboratory Technician,1,4,1,1,0,0,0,0,1,1601,3445,63,1243,21,2,Yes,4,3,3,3,3,Life Sciences,2,6,Travel_Rarely,80,Yes
812,1,24,Male,Divorced,Y,Research & Development,Laboratory Technician,1,2,2,1,1,0,0,0,1,2694,26551,60,1092,11,3,No,3,3,3,3,3,Life Sciences,4,9,Non-Travel,80,No
813,1,52,Female,Married,Y,Research & Development,Laboratory Technician,2,3,3,9,5,2,1,4,8,3149,21821,82,1325,20,1,No,4,4,3,2,4,Life Sciences,3,11,Travel_Rarely,80,No
815,1,50,Male,Married,Y,Research & Development,Research Director,4,3,3,30,4,3,0,3,5,17639,6881,64,691,16,0,No,3,3,3,4,3,Medical,3,2,Travel_Rarely,80,No
816,1,29,Female,Married,Y,Research & Development,Laboratory Technician,1,2,1,1,1,0,0,0,1,2319,6689,36,805,11,1,Yes,3,2,3,4,2,Life Sciences,1,1,Travel_Rarely,80,Yes
817,1,33,Male,Married,Y,Research & Development,Research Director,3,3,3,14,13,9,3,7,0,11691,25995,49,213,11,0,No,3,3,4,4,3,Medical,3,7,Travel_Rarely,80,No
819,1,33,Female,Single,Y,Sales,Sales Executive,2,3,1,6,3,2,0,2,5,5324,26507,69,118,15,0,No,3,1,3,3,3,Marketing,3,16,Travel_Rarely,80,Yes
820,1,47,Female,Married,Y,Research & Development,Manager,4,3,4,26,26,14,3,0,1,16752,12982,33,202,11,1,Yes,3,3,2,3,2,Other,3,2,Travel_Rarely,80,No
823,1,36,Female,Married,Y,Research & Development,Manufacturing Director,2,3,2,10,9,7,0,5,0,5228,23361,35,676,15,1,No,3,3,3,1,3,Other,2,1,Travel_Rarely,80,No
824,1,29,Male,Married,Y,Research & Development,Research Scientist,1,4,3,10,10,7,0,7,1,2700,23779,81,1252,24,1,No,4,3,3,3,2,Life Sciences,3,23,Travel_Rarely,80,No
825,1,58,Male,Single,Y,Research & Development,Research Director,5,3,2,40,31,15,13,8,7,19246,25761,31,286,12,0,Yes,3,4,3,4,4,Life Sciences,2,2,Travel_Rarely,80,Yes
826,1,35,Female,Single,Y,Research & Development,Research Scientist,1,4,3,7,2,2,2,2,3,2506,13301,40,1258,13,0,No,3,4,3,3,4,Life Sciences,0,1,Travel_Rarely,80,No
827,1,42,Female,Married,Y,Research & Development,Manufacturing Director,2,2,4,8,4,3,0,2,9,6062,4051,43,932,13,1,Yes,3,4,3,4,2,Life Sciences,4,1,Travel_Rarely,80,No
828,1,28,Male,Single,Y,Research & Development,Research Scientist,1,3,3,5,2,2,2,1,6,4382,16374,46,890,17,0,No,3,3,2,4,4,Medical,3,2,Travel_Rarely,80,Yes
829,1,36,Male,Married,Y,Human Resources,Human Resources,1,3,2,8,5,2,0,4,4,2143,25527,36,1041,13,1,No,3,3,3,2,3,Human Resources,2,13,Travel_Rarely,80,No
830,1,32,Female,Married,Y,Research & Development,Manufacturing Director,2,2,3,14,14,13,6,8,1,6162,19124,98,859,12,1,No,3,3,3,3,3,Life Sciences,3,4,Travel_Rarely,80,No
832,1,40,Male,Single,Y,Research & Development,Laboratory Technician,2,2,3,10,1,0,0,0,6,5094,11983,51,720,14,0,No,3,1,3,4,4,Medical,6,16,Travel_Frequently,80,No
833,1,30,Female,Single,Y,Research & Development,Manufacturing Director,2,2,4,12,0,0,0,0,5,6877,20234,52,946,24,0,Yes,4,3,2,2,3,Medical,4,2,Travel_Rarely,80,No
834,1,45,Female,Single,Y,Research & Development,Research Scientist,1,2,3,1,1,0,0,0,1,2274,6153,95,252,14,0,No,3,2,3,4,3,Life Sciences,3,2,Travel_Rarely,80,No
836,1,42,Male,Married,Y,Research & Development,Manufacturing Director,2,3,2,10,9,8,7,8,1,4434,11806,98,933,13,1,No,3,2,2,4,3,Life Sciences,3,29,Travel_Rarely,80,No
837,1,38,Male,Divorced,Y,Research & Development,Healthcare Representative,2,2,1,13,4,3,1,2,2,6288,4284,45,471,15,1,No,3,1,2,3,3,Life Sciences,3,12,Travel_Frequently,80,No
838,1,34,Female,Single,Y,Research & Development,Research Scientist,1,2,4,6,5,2,1,3,1,2553,8306,100,702,16,0,No,3,3,3,3,4,Life Sciences,3,16,Travel_Frequently,80,No
840,1,49,Female,Married,Y,Sales,Sales Executive,3,3,4,9,9,8,7,7,1,7654,5860,43,1184,18,2,No,3,3,4,1,3,Marketing,3,11,Travel_Rarely,80,Yes
842,1,55,Male,Single,Y,Sales,Sales Executive,2,3,4,12,9,7,7,3,4,5160,21519,37,436,16,0,No,3,3,2,3,1,Medical,3,2,Travel_Rarely,80,Yes
843,1,43,Male,Married,Y,Research & Development,Research Director,4,3,1,22,4,1,1,0,6,17159,5200,94,589,24,1,No,4,2,3,3,2,Life Sciences,3,14,Travel_Rarely,80,No
844,1,27,Male,Divorced,Y,Research & Development,Research Director,3,2,4,9,9,8,0,8,1,12808,8842,42,269,16,1,Yes,3,3,3,2,1,Technical Degree,3,5,Travel_Rarely,80,No
845,1,35,Male,Single,Y,Research & Development,Manufacturing Director,3,3,3,17,8,5,1,6,3,10221,18869,59,950,21,0,No,4,3,4,2,3,Other,3,7,Travel_Rarely,80,No
846,1,28,Female,Married,Y,Sales,Sales Executive,2,3,2,8,8,7,7,5,1,4779,3698,81,760,20,0,Yes,4,2,3,1,4,Marketing,2,2,Travel_Rarely,80,No
847,1,34,Male,Married,Y,Human Resources,Human Resources,1,3,4,4,3,2,0,2,0,3737,2243,88,829,19,1,No,3,3,1,3,2,Human Resources,1,3,Travel_Rarely,80,No
848,1,26,Female,Married,Y,Research & Development,Research Scientist,1,2,3,8,8,7,1,7,1,2366,20898,88,887,14,1,Yes,3,3,3,1,2,Medical,2,5,Travel_Frequently,80,Yes
850,1,27,Male,Married,Y,Research & Development,Research Scientist,1,3,4,0,0,0,0,0,1,1706,16571,50,443,11,3,No,3,4,2,3,3,Medical,6,3,Non-Travel,80,No
851,1,51,Female,Married,Y,Sales,Manager,4,3,3,29,20,6,4,17,2,16307,5594,66,1318,14,1,No,3,1,2,3,4,Marketing,2,26,Travel_Rarely,80,No
852,1,44,Male,Single,Y,Research & Development,Healthcare Representative,2,3,2,10,5,2,2,3,9,5933,5197,50,625,12,0,No,3,4,2,4,3,Medical,2,4,Travel_Rarely,80,No
854,1,25,Male,Single,Y,Research & Development,Research Scientist,1,4,1,6,4,3,0,1,7,3424,21632,65,180,13,0,No,3,1,2,3,1,Medical,3,2,Travel_Rarely,80,No
855,1,33,Male,Divorced,Y,Sales,Sales Executive,2,4,1,9,9,8,0,8,1,4037,21816,48,586,22,1,No,4,1,3,1,3,Medical,5,1,Travel_Rarely,80,No
856,1,35,Female,Single,Y,Research & Development,Research Scientist,1,2,1,6,6,5,1,1,1,2559,17852,53,1343,11,0,No,3,3,2,4,1,Medical,3,27,Travel_Rarely,80,No
857,1,36,Male,Married,Y,Sales,Sales Executive,2,3,4,18,18,14,4,11,1,6201,2823,56,928,14,1,Yes,3,2,2,4,2,Life Sciences,1,1,Travel_Rarely,80,No
859,1,32,Male,Divorced,Y,Sales,Sales Executive,2,3,4,8,5,2,0,3,2,4403,9250,73,117,11,1,No,3,2,2,3,4,Life Sciences,3,13,Travel_Rarely,80,No
861,1,30,Male,Divorced,Y,Research & Development,Research Scientist,1,2,4,10,5,4,0,3,9,3761,2373,75,1012,12,1,No,3,2,2,2,4,Life Sciences,3,5,Travel_Frequently,80,No
862,1,53,Female,Married,Y,Sales,Sales Executive,3,2,4,35,5,2,0,4,7,10934,20715,78,661,18,1,Yes,3,1,3,4,2,Marketing,3,7,Travel_Rarely,80,No
864,1,45,Male,Divorced,Y,Sales,Sales Executive,3,3,1,18,5,4,0,2,4,10761,19239,74,930,12,1,Yes,3,4,3,3,3,Marketing,2,9,Travel_Rarely,80,No
865,1,32,Female,Married,Y,Research & Development,Research Scientist,2,4,3,9,5,3,1,3,5,5175,22162,91,638,12,1,No,3,3,2,3,2,Medical,3,8,Travel_Rarely,80,No
867,1,52,Female,Married,Y,Research & Development,Manufacturing Director,4,2,4,31,9,8,0,0,3,13826,19028,81,890,22,0,No,4,3,3,3,4,Medical,3,25,Travel_Frequently,80,No
868,1,37,Male,Divorced,Y,Sales,Sales Executive,2,2,3,9,1,0,0,0,4,6334,24558,66,342,19,2,No,3,4,3,4,4,Marketing,2,16,Travel_Rarely,80,No
869,1,28,Male,Divorced,Y,Human Resources,Human Resources,1,2,4,6,5,1,0,4,1,4936,23965,63,1169,13,1,No,3,2,3,4,2,Medical,6,8,Travel_Rarely,80,No
872,1,22,Male,Married,Y,Research & Development,Manufacturing Director,2,2,4,4,2,2,2,2,6,4775,19146,33,1230,22,2,No,4,4,1,1,2,Life Sciences,2,1,Travel_Rarely,80,No
874,1,44,Male,Married,Y,Research & Development,Laboratory Technician,1,4,4,10,3,2,0,2,2,2818,5044,62,986,24,1,Yes,4,1,2,3,4,Life Sciences,2,8,Travel_Rarely,80,No
875,1,42,Male,Single,Y,Research & Development,Research Scientist,1,3,4,8,2,1,2,2,5,2515,9068,35,1271,14,0,Yes,3,2,3,4,1,Medical,2,2,Travel_Frequently,80,No
878,1,36,Male,Married,Y,Human Resources,Human Resources,1,2,1,6,5,4,0,3,0,2342,8635,77,1278,21,0,No,4,1,3,3,3,Life Sciences,3,8,Travel_Rarely,80,No
