EmployeeNumber,Age,Gender,MaritalStatus,BusinessTravel,Education,EducationField,Department,JobRole,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,DistanceFromHome,TrainingTimesLastYear,JobLevel,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,PercentSalaryHike,StockOptionLevel,PerformanceRating,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,Attrition,OverTime
1048,59,Male,Married,Travel_Rarely,2,"Technical Degree",Sales,Manager,14,6,4,0,4,3,1,1,3,11904,11038,1089,66,14,1,3,3,4,2,1,3,No,Yes
1049,45,Male,Single,Travel_Rarely,4,Medical,"Human Resources","Human Resources",6,6,3,0,4,1,24,3,1,2177,8318,788,36,16,0,3,3,2,2,3,1,No,No
1050,53,Female,Married,Travel_Frequently,3,Marketing,Sales,"Sales Executive",30,15,7,6,12,2,2,2,3,7525,23537,124,38,12,1,3,2,2,3,3,1,No,No
1052,36,Male,Divorced,Travel_Rarely,3,Other,"Research & Development","Laboratory Technician",9,1,0,0,0,7,15,3,2,4834,7858,660,81,14,1,3,3,3,1,2,2,Yes,No
1053,26,Male,Married,Travel_Frequently,3,"Life Sciences","Research & Development","Research Scientist",6,3,2,1,2,6,2,2,1,2042,15346,342,57,14,1,3,3,1,1,3,2,Yes,Yes
1055,34,Female,Married,Travel_Rarely,4,"Life Sciences",Sales,"Sales Representative",1,1,1,0,0,1,10,2,1,2220,18410,1333,87,19,1,3,3,3,3,3,4,No,Yes
1056,28,Male,Married,Travel_Rarely,1,Medical,Sales,"Sales Representative",1,1,0,0,0,1,10,5,1,1052,23384,1144,74,22,0,4,3,2,4,3,2,No,No
1060,38,Male,Married,Travel_Frequently,4,Other,"Research & Development","Research Scientist",8,2,2,2,2,3,3,2,1,2821,2997,1186,44,16,1,3,3,3,3,3,1,No,No
1061,50,Male,Married,Travel_Rarely,4,Medical,"Research & Development","Research Director",29,8,1,7,7,2,2,2,5,19237,12853,1464,62,11,1,3,3,3,2,2,4,No,Yes
1062,37,Female,Single,Travel_Rarely,3,Other,"Research & Development","Healthcare Representative",8,4,3,0,1,3,3,3,2,4107,13848,124,35,15,0,3,3,2,4,2,1,No,No
1066,40,Male,Married,Travel_Rarely,3,Marketing,Sales,"Sales Executive",8,7,7,7,5,1,26,3,2,8396,22217,300,74,14,1,3,3,1,3,2,2,No,No
1068,26,Female,Divorced,Travel_Frequently,1,Medical,"Research & Development","Research Scientist",5,5,3,1,3,1,1,5,1,2007,25265,921,66,13,2,3,2,3,1,3,3,No,No
1069,46,Male,Divorced,Travel_Rarely,4,Medical,"Research & Development","Research Director",23,2,2,2,2,9,1,0,5,19627,21445,430,40,17,2,3,3,4,4,3,4,No,No
1070,54,Female,Married,Travel_Rarely,4,"Life Sciences",Sales,"Sales Executive",13,9,4,7,0,6,2,4,3,10686,8392,1082,41,11,1,3,2,3,3,3,2,No,No
1071,56,Female,Married,Travel_Frequently,3,Medical,"Research & Development","Research Scientist",18,5,4,0,3,2,9,4,1,2942,12154,1240,63,19,1,3,3,3,1,3,2,No,No
1073,36,Female,Single,Travel_Rarely,5,Medical,"Research & Development","Manufacturing Director",15,14,8,7,8,0,12,2,3,8858,15669,796,51,11,0,3,2,4,4,2,2,No,No
1074,55,Male,Single,Non-Travel,1,Medical,"Research & Development",Manager,31,9,7,6,2,7,2,3,4,16756,17323,444,40,15,0,3,2,1,3,4,2,No,No
1076,43,Male,Divorced,Travel_Rarely,3,Medical,Sales,"Sales Executive",18,1,0,0,0,5,25,5,3,10798,5268,415,79,13,1,3,2,4,3,3,3,No,No
1077,20,Female,Single,Travel_Frequently,3,Marketing,Sales,"Sales Representative",2,2,2,0,2,1,9,3,1,2323,17205,769,54,14,0,3,3,4,4,3,2,Yes,Yes
1079,21,Female,Single,Travel_Rarely,3,"Life Sciences","Research & Development","Laboratory Technician",1,1,0,1,0,1,10,6,1,1416,17258,1334,36,13,0,3,2,1,3,2,1,Yes,No
1080,46,Female,Divorced,Travel_Rarely,4,"Life Sciences","Research & Development","Research Scientist",19,16,13,1,7,8,8,2,2,4615,21029,1003,74,23,3,4,2,1,4,3,1,No,Yes
1081,51,Male,Married,Travel_Rarely,4,"Life Sciences","Research & Development","Research Scientist",18,10,0,2,7,9,4,2,1,2461,10332,1323,34,12,3,3,3,3,1,4,3,Yes,Yes
1082,28,Male,Single,Non-Travel,2,"Technical Degree","Research & Development","Healthcare Representative",10,10,7,1,9,1,24,2,3,8722,12355,1366,72,12,0,3,2,1,2,2,1,Yes,No
1083,26,Male,Married,Travel_Rarely,2,Medical,"Research & Development","Laboratory Technician",6,5,3,1,3,1,1,2,1,3955,11141,192,59,16,2,3,2,1,1,3,1,No,No
1084,30,Male,Married,Travel_Rarely,3,Other,"Research & Development","Manufacturing Director",7,6,2,0,2,0,20,1,2,9957,9096,1176,85,15,1,3,3,1,3,2,3,No,No
1085,41,Female,Married,Travel_Rarely,2,"Technical Degree","Research & Development","Research Scientist",10,10,6,0,8,1,7,3,1,3376,18863,509,43,13,0,3,4,3,2,3,3,No,No
1088,38,Female,Married,Travel_Rarely,1,"Life Sciences","Research & Development","Healthcare Representative",20,19,9,1,9,0,17,4,3,8823,24608,330,65,18,1,3,2,3,3,2,1,No,No
1092,40,Male,Married,Travel_Rarely,4,"Technical Degree","Research & Development","Healthcare Representative",14,11,10,11,1,4,20,6,3,10322,26542,1492,61,20,1,4,3,4,1,3,4,No,No
1094,27,Male,Married,Non-Travel,5,"Life Sciences","Research & Development","Laboratory Technician",3,3,2,1,2,1,8,4,1,4621,5869,1277,87,19,3,3,1,3,1,3,4,No,No
1096,55,Male,Married,Travel_Frequently,1,"Life Sciences","Research & Development","Manufacturing Director",23,3,2,1,2,3,2,4,3,10976,15813,1091,65,18,1,3,3,2,4,3,2,No,No
1097,28,Female,Single,Travel_Rarely,3,Other,"Research & Development","Research Scientist",10,8,7,1,7,3,10,4,2,3660,7909,857,59,13,0,3,3,3,3,4,4,No,No
1098,44,Male,Married,Travel_Rarely,2,Medical,"Human Resources","Human Resources",24,20,6,3,6,9,1,1,3,10482,2326,1376,91,14,1,3,2,1,2,3,4,Yes,No
1099,33,Male,Divorced,Travel_Rarely,3,"Life Sciences","Research & Development","Healthcare Representative",9,3,2,1,2,4,5,2,3,7119,21214,654,34,15,1,3,2,4,4,3,3,No,No
1100,35,Male,Single,Travel_Rarely,3,"Technical Degree",Sales,"Sales Executive",9,8,7,4,7,0,4,2,3,9582,10333,1204,86,22,0,4,3,1,4,3,1,Yes,Yes
1101,33,Female,Single,Travel_Frequently,4,Medical,"Research & Development","Research Scientist",14,13,7,3,8,1,29,4,2,4508,3129,827,54,22,0,4,2,3,1,3,2,Yes,No
1102,28,Male,Divorced,Travel_Rarely,2,"Life Sciences","Research & Development","Laboratory Technician",4,4,2,2,2,1,15,5,1,2207,22482,895,50,16,1,3,3,3,1,2,4,No,No
1103,34,Male,Single,Travel_Frequently,1,"Life Sciences","Research & Development","Healthcare Representative",7,6,2,0,4,0,3,1,2,7756,22266,618,45,17,0,3,3,4,1,2,3,No,No
1105,37,Female,Divorced,Travel_Rarely,4,"Life Sciences",Sales,"Sales Executive",8,1,0,0,0,2,10,5,2,6694,24223,309,88,14,3,3,2,4,4,3,3,No,Yes
1106,25,Male,Married,Travel_Rarely,1,"Technical Degree","Research & Development","Laboratory Technician",7,7,7,5,6,1,4,3,1,3691,4605,1219,32,15,1,3,3,4,4,4,2,Yes,Yes
1107,26,Male,Divorced,Travel_Rarely,3,Medical,"Research & Development","Laboratory Technician",1,1,1,0,0,1,21,0,1,2377,19373,1330,37,20,1,4,3,3,1,2,3,Yes,No
1108,33,Male,Single,Travel_Rarely,3,Medical,"Research & Development","Research Scientist",5,2,2,2,2,4,25,0,1,2313,2993,1017,55,20,0,4,2,2,1,3,2,Yes,Yes
1109,42,Male,Married,Travel_Rarely,2,Medical,"Research & Development",Manager,23,22,6,13,7,0,2,3,4,17665,14399,469,35,17,1,3,3,1,4,3,4,No,No
1111,28,Male,Divorced,Travel_Frequently,3,Medical,"Research & Development","Laboratory Technician",1,1,0,0,0,1,1,2,1,2596,7160,1009,45,15,2,3,2,2,1,3,1,Yes,No
1113,50,Male,Single,Travel_Frequently,4,Other,Sales,"Sales Executive",5,0,0,0,0,3,1,4,2,4728,17251,959,81,14,0,3,3,3,4,3,4,Yes,Yes
1114,33,Female,Married,Travel_Frequently,3,"Life Sciences",Sales,"Sales Executive",4,3,2,0,2,0,7,3,2,4302,13401,970,30,17,1,3,3,2,4,3,3,No,No
1115,34,Male,Married,Non-Travel,4,"Life Sciences","Research & Development","Research Scientist",6,0,0,0,0,3,3,2,1,2979,22478,697,40,17,3,3,2,4,3,3,4,No,No
1116,48,Male,Single,Non-Travel,4,Medical,"Research & Development",Manager,27,5,4,2,1,2,1,3,4,16885,16154,1262,35,22,0,4,4,4,1,2,3,No,No
1117,45,Female,Married,Non-Travel,4,"Life Sciences",Sales,"Sales Executive",15,15,10,4,12,1,9,2,2,5593,17970,1050,65,13,1,3,2,3,2,3,4,No,No
1118,52,Male,Single,Travel_Rarely,4,"Life Sciences","Research & Development","Healthcare Representative",18,8,6,4,0,7,7,4,3,10445,15322,994,87,19,0,3,3,2,2,3,4,No,No
1119,38,Male,Divorced,Travel_Rarely,4,Marketing,Sales,"Sales Executive",9,8,7,2,7,0,10,2,3,8740,5569,770,73,14,2,3,2,3,3,3,2,No,Yes
1120,29,Female,Divorced,Travel_Rarely,4,"Life Sciences","Research & Development","Research Scientist",11,7,5,1,7,4,28,1,1,2514,26968,1107,93,22,1,4,3,4,3,3,1,No,No
1121,28,Female,Divorced,Travel_Rarely,3,Medical,"Research & Development","Manufacturing Director",10,9,7,1,7,0,3,3,3,7655,8039,950,93,17,3,3,3,2,4,2,2,No,No
1124,46,Male,Married,Travel_Rarely,1,Marketing,Sales,Manager,23,12,9,4,9,3,3,3,4,17465,15596,406,52,12,1,3,3,3,1,3,4,No,No
1125,38,Male,Single,Travel_Rarely,2,Marketing,Sales,"Sales Executive",10,1,0,0,0,7,2,2,3,7351,20619,130,32,16,0,3,3,2,4,3,3,No,No
1126,43,Female,Married,Travel_Frequently,3,"Life Sciences","Research & Development","Manufacturing Director",18,8,7,0,1,8,27,1,3,10820,11535,1082,83,11,1,3,3,1,3,3,3,No,No
1127,39,Male,Divorced,Travel_Frequently,3,"Life Sciences","Research & Development","Healthcare Representative",21,18,7,11,5,7,2,4,4,12169,13547,203,84,11,3,3,3,4,1,3,4,Yes,No
1128,40,Male,Single,Travel_Rarely,3,Medical,"Research & Development","Research Director",21,20,7,4,9,1,14,2,5,19626,17544,1308,44,14,0,3,2,3,3,4,1,No,No
1131,21,Female,Single,Travel_Rarely,1,"Technical Degree","Research & Development","Research Scientist",2,2,2,2,2,1,1,6,1,2070,25326,984,70,11,0,3,2,2,4,4,3,No,Yes
1132,39,Male,Single,Non-Travel,3,"Life Sciences","Research & Development","Laboratory Technician",9,5,4,0,3,9,9,2,2,6782,8770,439,70,15,0,3,3,2,3,2,3,No,No
1133,36,Male,Single,Non-Travel,4,"Life Sciences","Research & Development","Manufacturing Director",18,11,9,0,9,2,18,0,2,7779,23238,217,78,20,0,4,3,4,1,3,1,No,No
1135,31,Male,Married,Travel_Frequently,3,"Life Sciences",Sales,"Sales Representative",3,2,2,2,2,0,20,4,1,2791,21981,793,67,12,1,3,4,4,3,3,1,No,No
1136,28,Male,Married,Travel_Rarely,1,"Life Sciences","Research & Development","Research Scientist",6,5,3,0,4,0,2,2,1,3201,19911,1451,67,17,0,3,2,2,1,1,1,No,No
1137,35,Male,Divorced,Travel_Frequently,2,Marketing,Sales,"Sales Executive",5,5,2,0,2,1,11,3,2,4968,18500,1182,54,11,1,3,3,4,4,3,4,No,No
1138,49,Male,Married,Travel_Rarely,4,"Technical Degree",Sales,"Sales Executive",22,9,8,2,3,6,8,3,4,13120,11879,174,56,17,1,3,2,2,4,3,2,No,No
1140,34,Male,Single,Travel_Frequently,2,"Life Sciences","Research & Development","Manufacturing Director",5,3,2,0,2,2,2,3,2,4033,15834,1003,95,11,0,3,3,3,4,2,4,No,No
1143,29,Female,Divorced,Travel_Frequently,3,"Life Sciences","Research & Development","Research Scientist",8,7,5,1,1,0,10,2,1,3291,17940,490,61,14,2,3,3,2,4,2,4,No,No
1148,42,Male,Single,Travel_Rarely,3,Medical,"Research & Development","Laboratory Technician",16,1,0,0,0,4,29,3,2,4272,9558,188,56,19,0,3,1,4,2,3,1,No,No
1150,29,Male,Married,Travel_Rarely,1,Medical,"Research & Development","Manufacturing Director",10,10,7,1,2,1,8,2,2,5056,17689,718,79,15,1,3,2,4,2,2,3,No,Yes
1152,38,Male,Married,Travel_Rarely,3,"Human Resources","Human Resources","Human Resources",7,7,6,5,0,1,1,2,1,2844,6004,433,37,13,1,3,4,3,3,4,4,No,No
1154,28,Male,Divorced,Travel_Frequently,3,"Life Sciences","Research & Development","Research Scientist",3,3,1,0,2,1,6,2,1,2703,22088,773,39,14,1,3,2,3,3,3,4,No,Yes
1156,18,Male,Single,Non-Travel,1,Medical,"Research & Development","Laboratory Technician",0,0,0,0,0,1,8,0,1,1904,13556,247,80,12,0,3,3,3,3,3,4,Yes,No
1157,33,Female,Single,Travel_Rarely,4,Marketing,Sales,"Sales Executive",6,5,2,0,3,0,9,3,2,8224,18385,603,77,17,0,3,3,1,1,3,1,Yes,Yes
1158,41,Male,Married,Travel_Rarely,4,"Life Sciences","Research & Development","Laboratory Technician",6,1,0,0,0,3,12,4,1,4766,9051,167,46,11,1,3,3,4,2,3,1,No,Yes
1160,31,Male,Married,Travel_Frequently,3,Medical,"Research & Development","Laboratory Technician",2,2,2,2,2,1,15,5,1,2610,6233,874,72,12,1,3,3,3,3,2,3,Yes,No
1161,37,Female,Divorced,Travel_Rarely,2,Medical,"Research & Development","Healthcare Representative",9,6,2,1,3,7,25,2,2,5731,17171,367,52,13,2,3,2,4,3,3,3,No,No
1162,27,Male,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Research Scientist",4,4,2,2,2,1,6,0,1,2539,7950,199,55,13,1,3,2,3,4,3,3,No,No
1163,34,Female,Married,Travel_Rarely,1,"Life Sciences",Sales,"Sales Executive",6,6,5,1,3,1,9,3,2,5714,5829,1400,70,20,0,4,3,3,2,2,1,No,No
1164,35,Male,Single,Travel_Rarely,4,"Technical Degree","Human Resources","Human Resources",6,5,4,1,4,1,8,2,1,4323,7108,528,100,17,0,3,3,3,3,1,2,No,No
1165,29,Female,Married,Travel_Rarely,1,"Life Sciences",Sales,"Sales Executive",11,11,8,3,10,1,23,3,3,7336,11162,408,45,13,1,3,2,1,4,1,1,Yes,No
1166,40,Female,Single,Travel_Frequently,4,Medical,"Research & Development","Research Director",20,18,7,2,13,9,9,3,3,13499,13782,593,88,17,0,3,3,3,2,2,3,No,No
1167,42,Male,Single,Travel_Frequently,3,"Life Sciences",Sales,"Sales Executive",22,21,9,13,14,0,12,2,4,13758,2447,481,44,12,0,3,3,1,3,2,2,Yes,Yes
1171,42,Male,Single,Travel_Rarely,4,Marketing,Sales,"Sales Executive",9,6,4,1,5,7,4,3,2,5155,2253,647,45,13,0,3,3,1,2,4,4,No,No
1172,35,Male,Married,Travel_Rarely,4,Medical,"Research & Development","Laboratory Technician",10,8,0,1,7,6,1,2,1,2258,16340,982,58,12,1,3,2,3,4,3,2,No,No
1173,24,Male,Single,Travel_Rarely,3,Medical,"Research & Development","Laboratory Technician",6,4,3,1,2,8,24,2,1,3597,6409,477,49,22,0,4,3,2,4,3,4,No,No
1175,28,Female,Married,Travel_Rarely,1,"Life Sciences","Research & Development","Laboratory Technician",1,1,1,0,0,1,12,4,1,2515,22955,1485,79,11,0,3,3,4,3,2,4,Yes,Yes
1177,26,Male,Married,Travel_Rarely,4,Medical,"Research & Development","Laboratory Technician",8,8,7,0,7,1,3,2,1,4420,13421,1384,82,22,1,4,4,4,1,3,2,No,No
1179,30,Male,Married,Travel_Rarely,3,Marketing,Sales,"Sales Executive",10,10,3,1,4,1,10,3,2,6578,2706,852,72,18,1,3,2,3,3,3,1,No,No
1180,40,Female,Married,Travel_Frequently,2,Medical,"Research & Development","Research Scientist",16,1,1,0,0,3,26,3,2,4422,21203,902,92,13,1,3,2,4,3,1,4,No,Yes
1182,35,Male,Divorced,Travel_Rarely,3,"Life Sciences","Research & Development","Manufacturing Director",15,7,7,6,4,2,2,2,3,10274,19588,819,44,18,1,3,2,2,3,4,2,No,No
1184,34,Male,Single,Travel_Frequently,3,Medical,"Research & Development","Healthcare Representative",14,13,9,4,9,0,1,3,2,5343,25755,669,97,20,0,4,2,1,4,3,3,No,No
1185,35,Male,Married,Travel_Frequently,4,Other,"Research & Development","Laboratory Technician",2,2,2,2,2,1,4,2,1,2376,26537,636,47,13,1,3,2,4,4,4,2,No,No
1188,43,Female,Single,Travel_Rarely,3,Marketing,Sales,"Sales Executive",7,4,3,1,3,8,9,2,2,5346,9489,1372,85,13,0,3,1,3,1,2,2,Yes,No
1190,32,Female,Divorced,Non-Travel,1,"Life Sciences",Sales,"Sales Representative",1,1,0,0,0,1,2,3,1,2827,14947,862,76,12,3,3,3,1,3,3,3,No,No
1191,56,Female,Divorced,Travel_Rarely,4,"Technical Degree","Research & Development",Manager,28,5,2,4,2,4,4,2,5,19943,18575,718,92,13,1,3,3,1,4,3,4,No,No
1192,29,Female,Married,Travel_Rarely,1,Medical,"Research & Development","Laboratory Technician",10,10,8,0,8,1,6,5,1,3131,26342,1401,54,13,1,3,3,4,2,3,1,No,No
1193,19,Male,Single,Travel_Rarely,2,"Life Sciences","Research & Development","Research Scientist",1,1,1,0,0,1,9,4,1,2552,7172,645,54,25,0,4,3,1,3,3,3,No,No
1195,45,Female,Married,Travel_Rarely,3,Medical,"Research & Development","Research Scientist",7,3,2,0,2,4,7,2,1,4477,20100,1457,83,19,1,3,3,3,1,2,3,No,Yes
1196,37,Female,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Manufacturing Director",14,14,8,3,11,1,1,2,2,6474,9961,977,56,13,1,3,2,4,4,2,2,No,No
1198,20,Male,Single,Travel_Rarely,3,"Life Sciences","Research & Development","Laboratory Technician",2,2,2,1,2,1,3,2,1,3033,12828,805,87,12,0,3,2,3,1,2,1,No,No
1200,44,Male,Single,Travel_Rarely,4,"Life Sciences","Research & Development","Research Scientist",6,6,4,0,2,1,10,4,1,2936,10826,1097,96,11,0,3,3,3,3,3,3,Yes,Yes
1201,53,Female,Divorced,Travel_Rarely,2,Medical,"Research & Development",Manager,26,7,7,4,7,3,7,6,5,18606,18640,1223,50,18,1,3,3,3,4,3,2,No,No
1202,29,Female,Married,Travel_Rarely,1,"Life Sciences","Research & Development","Research Scientist",6,5,4,1,3,0,15,2,1,2168,26933,942,69,18,1,3,1,4,2,2,1,No,Yes
1203,22,Male,Married,Travel_Frequently,4,"Life Sciences","Research & Development","Research Scientist",1,0,0,0,0,0,3,5,1,2853,4223,1256,48,11,1,3,2,4,3,3,2,Yes,Yes
1204,46,Female,Married,Travel_Rarely,3,Marketing,Sales,Manager,28,26,15,15,9,8,2,2,4,17048,24097,1402,69,23,0,4,3,1,3,3,1,No,No
1206,44,Male,Single,Non-Travel,3,"Life Sciences","Research & Development","Research Scientist",6,0,0,0,0,2,17,3,1,2290,4279,111,74,13,0,3,1,3,4,3,4,No,No
1207,33,Male,Married,Travel_Rarely,3,"Human Resources","Human Resources","Human Resources",5,5,4,1,4,1,2,2,1,3600,8429,147,99,13,1,3,3,3,2,3,4,No,No
1210,41,Male,Divorced,Non-Travel,2,"Life Sciences","Research & Development","Research Scientist",5,1,0,0,0,6,5,2,1,2107,20293,906,95,17,1,3,2,1,1,1,1,Yes,No
1211,30,Male,Divorced,Travel_Rarely,4,"Life Sciences",Sales,"Sales Executive",8,4,3,0,3,8,29,3,2,4115,13192,1329,61,19,3,3,3,1,3,3,3,No,No
1212,40,Male,Married,Travel_Frequently,4,Medical,Sales,"Sales Executive",5,0,0,0,0,5,2,2,2,4327,25440,1184,62,12,3,3,3,2,2,3,4,No,No
1215,50,Female,Married,Travel_Frequently,3,Medical,"Research & Development",Manager,32,2,2,2,2,2,2,3,4,17856,9490,1421,30,22,1,4,3,1,4,3,3,No,No
1216,28,Male,Married,Travel_Rarely,4,Medical,"Research & Development","Laboratory Technician",6,6,5,3,3,1,19,2,1,3196,12449,1179,78,12,3,3,2,1,4,3,3,No,No
1217,46,Male,Married,Travel_Rarely,2,"Life Sciences","Research & Development","Research Director",25,4,2,0,3,5,15,2,5,19081,10849,1450,52,11,1,3,3,2,4,3,1,No,No
1218,35,Male,Married,Travel_Rarely,4,"Life Sciences",Sales,"Sales Executive",15,7,7,1,7,3,17,2,2,8966,21026,1361,94,15,3,3,3,1,3,3,4,No,Yes
1219,24,Female,Married,Travel_Rarely,2,"Life Sciences","Research & Development","Laboratory Technician",1,1,0,0,0,1,17,3,1,2210,3372,984,97,13,1,3,3,2,4,1,1,Yes,No
1220,33,Female,Married,Travel_Frequently,3,Medical,Sales,"Sales Executive",10,10,7,0,1,1,25,3,2,4539,4905,1146,82,12,1,3,3,3,2,2,1,No,No
1221,36,Male,Divorced,Travel_Rarely,4,"Life Sciences","Research & Development","Laboratory Technician",7,7,7,1,7,1,6,4,1,2741,6865,917,60,14,1,3,1,3,3,3,3,No,No
1224,30,Male,Divorced,Travel_Rarely,4,"Life Sciences","Research & Development","Laboratory Technician",10,10,7,8,9,1,7,4,2,3491,11309,853,49,13,3,3,3,3,3,2,1,No,No
1225,44,Male,Single,Travel_Rarely,4,Other,"Research & Development","Research Scientist",20,20,11,13,17,1,29,3,2,4541,7744,200,32,25,0,4,3,4,4,3,2,No,No
1226,20,Male,Single,Travel_Rarely,3,Marketing,Sales,"Sales Representative",2,2,1,2,2,1,21,2,1,2678,5050,654,43,17,0,3,4,4,3,3,4,No,No
1228,46,Male,Divorced,Travel_Rarely,4,"Technical Degree","Research & Development","Manufacturing Director",12,6,3,1,4,2,2,3,2,7379,17433,150,60,11,1,3,3,4,4,2,3,No,No
1231,42,Male,Married,Non-Travel,5,Medical,"Human Resources","Human Resources",10,4,3,0,3,7,2,3,2,6272,12858,179,79,16,1,3,4,1,4,4,1,No,No
1233,60,Male,Divorced,Travel_Rarely,4,Marketing,Sales,"Sales Executive",12,11,7,1,9,0,7,3,2,5220,10893,696,52,18,1,3,4,4,2,3,2,No,Yes
1234,32,Female,Married,Travel_Frequently,3,Other,"Research & Development","Laboratory Technician",2,2,2,2,2,1,13,2,1,2743,7331,116,77,20,1,4,2,2,3,3,3,No,No
1235,32,Female,Single,Travel_Frequently,2,"Life Sciences","Research & Development","Research Scientist",10,8,7,0,7,4,2,2,2,4998,2338,1316,38,14,0,3,3,3,4,3,4,No,Yes
1237,36,Female,Divorced,Travel_Rarely,3,"Technical Degree","Research & Development","Manufacturing Director",17,7,7,7,7,2,1,2,3,10252,4235,363,77,21,1,4,1,1,3,3,3,No,Yes
1238,33,Male,Married,Travel_Rarely,3,Medical,"Research & Development","Research Scientist",15,14,10,4,10,0,9,5,1,2781,6311,117,60,13,1,3,3,4,1,3,2,No,No
1239,40,Female,Divorced,Travel_Rarely,3,"Technical Degree",Sales,"Sales Executive",7,5,1,1,3,7,10,2,2,6852,11591,107,84,12,1,3,2,2,2,4,2,No,No
1240,25,Male,Single,Travel_Rarely,4,"Life Sciences",Sales,"Sales Executive",5,4,3,1,1,0,10,4,2,4950,20623,1356,57,14,0,3,3,4,3,3,2,No,No
1241,30,Male,Married,Travel_Rarely,3,Medical,"Research & Development","Research Scientist",12,11,9,5,7,0,1,2,1,3579,9369,1465,63,21,1,4,3,2,4,3,1,No,Yes
1242,42,Female,Married,Travel_Frequently,5,Medical,"Research & Development","Research Director",20,1,0,0,0,3,26,6,3,13191,23281,458,60,17,0,3,3,1,1,3,3,No,Yes
1243,35,Female,Married,Non-Travel,2,Marketing,Sales,"Sales Executive",16,13,2,4,12,4,8,6,3,10377,13755,1212,78,11,1,3,2,4,3,2,2,No,Yes
1244,27,Male,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Research Scientist",9,9,7,6,8,1,14,3,1,2235,14377,1103,42,14,2,3,3,1,1,2,4,No,Yes
1245,54,Female,Divorced,Travel_Frequently,4,"Life Sciences","Research & Development","Manufacturing Director",33,5,4,1,4,7,1,2,3,10502,9659,966,53,17,1,3,3,3,4,1,1,No,No
1246,44,Female,Married,Travel_Rarely,1,"Life Sciences","Research & Development","Research Scientist",10,10,5,7,7,1,2,5,1,2011,19982,1117,72,13,1,3,4,4,1,3,4,No,No
1248,19,Female,Single,Non-Travel,3,Medical,"Research & Development","Research Scientist",1,1,1,0,0,1,10,2,1,1859,6148,504,96,25,0,4,2,2,1,4,2,Yes,Yes
1249,29,Female,Divorced,Travel_Rarely,3,"Life Sciences","Research & Development","Research Scientist",3,3,2,1,2,1,1,5,1,3760,5598,1010,97,15,3,3,3,4,1,3,1,No,No
1250,54,Male,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Research Director",36,10,9,0,9,3,3,2,4,17779,23474,685,85,14,0,3,3,4,4,3,1,No,No
1251,31,Male,Married,Travel_Rarely,2,Medical,"Research & Development","Healthcare Representative",6,6,5,0,1,1,11,2,2,6833,17089,1332,80,12,0,3,3,1,3,2,4,No,Yes
1252,31,Female,Single,Travel_Rarely,3,Medical,"Research & Development","Healthcare Representative",10,10,9,1,8,1,24,2,2,6812,17198,1062,96,19,0,3,2,1,3,3,2,No,No
1254,59,Female,Single,Travel_Rarely,3,"Life Sciences",Sales,"Sales Executive",13,6,1,0,5,5,3,2,2,5171,16490,326,48,17,0,3,2,4,3,3,4,No,No
1255,43,Male,Married,Travel_Rarely,3,"Life Sciences","Research & Development","Research Director",25,8,7,0,7,3,3,2,5,19740,18625,920,96,14,1,3,1,4,3,3,2,No,No
1256,49,Male,Married,Travel_Rarely,2,Medical,"Research & Development",Manager,23,1,0,0,0,2,4,2,5,18711,12124,1098,85,13,1,3,2,3,1,4,3,No,No
1257,36,Male,Married,Travel_Frequently,3,"Technical Degree","Research & Development","Research Scientist",12,11,10,0,7,1,3,2,1,3692,9256,469,46,12,0,3,3,2,3,2,3,No,No
1258,48,Male,Single,Travel_Rarely,2,"Technical Degree","Research & Development","Laboratory Technician",7,1,0,0,0,5,2,4,1,2559,16620,969,76,11,0,3,4,2,4,2,3,No,No
1259,27,Male,Divorced,Travel_Rarely,2,"Life Sciences","Research & Development","Research Scientist",5,5,3,0,3,1,4,2,1,2517,3208,1167,76,11,3,3,3,3,1,3,2,No,No
1260,29,Male,Divorced,Travel_Rarely,3,"Life Sciences","Research & Development","Healthcare Representative",6,6,0,1,0,1,7,2,2,6623,4204,1329,82,11,2,3,3,4,3,3,2,No,Yes
1263,48,Male,Single,Travel_Rarely,3,"Life Sciences","Research & Development","Research Director",25,1,0,0,0,6,1,3,5,18265,8733,715,76,12,0,3,2,4,4,4,3,No,No
1264,29,Female,Divorced,Travel_Rarely,3,"Life Sciences","Research & Development","Research Director",9,7,7,1,7,3,1,2,4,16124,3423,694,87,14,2,3,2,4,4,2,2,No,No
1265,34,Female,Married,Travel_Rarely,3,"Technical Degree","Research & Development","Research Scientist",2,1,0,0,0,0,20,5,1,2585,21643,1320,89,17,0,3,4,3,3,2,4,No,No
1267,44,Male,Married,Travel_Rarely,3,Marketing,Sales,Manager,26,22,9,3,10,7,5,5,5,18213,8751,1099,88,11,1,3,3,2,2,3,3,No,No
